NumNacional,Nombre,NombreJapo,Evoluciona,Generación,Categoría,Tipos,Habilidad,Hab.Oculta,Peso,Altura,GrupoHuevo,Sexo,Color,PS_Max,At_Max,Def_Max,AtEsp_Max,DefEsp_Max,Vel_Max,PE_PS,PE_At,PE_Def,PE_AtEsp,PE_DefEsp,PE_Vel
265,Wurmple,ケムッソ (Kemusso),1,Tercera,Gusano,bicho,Polvo escudo,Fuga,"3,6","0,3",Bicho,50%|50%,Rojo,294,207,185,152,174,152,1,0,0,0,0,0
266,Silcoon,カラサリス (Karasalis),1,Tercera,Capullo,bicho,Mudar,,10,"0,6",Bicho,50%|50%,Blanco,304,185,229,163,163,141,0,0,2,0,0,0
267,Beautifly,アゲハント (Agehunt),0,Tercera,Mariposa,bicho|volador,Enjambre,Rivalidad,"28,4",1,Bicho,50%|50%,Amarillo,324,262,218,306,218,251,0,0,0,3,0,0
268,Cascoon,マユルド (Mayuld),1,Tercera,Capullo,bicho,Mudar,,"11,5","0,7",Bicho,50%|50%,Morado,304,185,229,163,163,141,0,0,2,0,0,0
269,Dustox,ドクケイル (Dokucale),0,Tercera,Polilla Venenosa1,bicho|veneno,Polvo escudo,Ojo compuesto,"31,6","1,2",Bicho,50%|50%,Verde,324,218,262,218,306,251,0,0,0,0,3,0
270,Lotad,ハスボー (Hassboh),1,Tercera,Lenteja Agua1,agua|planta,Nado rápido|Cura lluvia,Ritmo propio,"2,6","0,5",Agua 1|Planta,50%|50%,Verde,284,174,174,196,218,174,0,0,0,0,1,0
271,Lombre,ハスブレロ (Hasubrero),1,Tercera,Alegre,agua|planta,Nado rápido|Cura lluvia,Ritmo propio,"32,5","1,2",Agua 1|Planta,50%|50%,Verde,324,218,218,240,262,218,0,0,0,0,2,0
272,Ludicolo,ルンパッパ (Runpappa),0,Tercera,Optimista,agua|planta,Nado rápido|Cura lluvia,Ritmo propio,55,"1,5",Agua 1|Planta,50%|50%,Verde,364,262,262,306,328,262,0,0,0,0,3,0
273,Seedot,タネボー (Taneboh),1,Tercera,Bellota,planta,Clorofila|Madrugar,Hurto,4,"0,5",Campo|Planta,50%|50%,Marrón,284,196,218,174,174,174,0,0,1,0,0,0
274,Nuzleaf,コノハナ (Konohana),1,Tercera,Astuto,planta|siniestro,Clorofila|Madrugar,Hurto,28,1,Campo|Planta,50%|50%,Marrón,344,262,196,240,196,240,0,2,0,0,0,0
275,Shiftry,ダーテング (Dirteng),0,Tercera,Malvado,planta|siniestro,Clorofila|Surcavientos1,Hurto,"59,6","1,3",Campo|Planta,50%|50%,Marrón,384,328,240,306,240,284,0,3,0,0,0,0
276,Taillow,スバメ (Subame),1,Tercera,Pequebuche,normal|volador,Agallas,Intrépido,"2,3","0,3",Volador,50%|50%,Azul,284,229,174,174,174,295,0,0,0,0,0,1
277,Swellow,オオスバメ (Ohsubame),0,Tercera,Buche,normal|volador,Agallas,Intrépido,"19,8","0,7",Volador,50%|50%,Azul,324,295,240,218,218,383,0,0,0,0,0,2
278,Wingull,キャモメ (Camome),1,Tercera,Gaviota,agua|volador,Vista lince|Hidratación1,Cura lluvia,"9,5","0,6",Agua 1|Volador,50%|50%,Blanco,284,174,174,229,174,295,0,0,0,0,0,1
279,Pelipper,ペリッパー (Pelipper),0,Tercera,Ave agua,agua|volador,Vista lince|Llovizna1,Cura lluvia,28,"1,2",Agua 1|Volador,50%|50%,Amarillo,324,218,328,317,262,251,0,0,2,0,0,0
280,Ralts,ラルトス (Ralts),1,Tercera,Sensible,psíquico|hada,Sincronía|Calco,Telepatía,"6,6","0,4",Amorfo|Humanoide3,50%|50%,Blanco,260,163,163,207,185,196,0,0,0,1,0,0
281,Kirlia,キルリア (Kirlia),1,Tercera,Sensorio,psíquico|hada,Sincronía|Calco,Telepatía,"20,2","0,8",Amorfo|Humanoide3,50%|50%,Blanco,280,185,185,251,229,218,0,0,0,2,0,0
282,Gardevoir,サーナイト (Sirnight),1,Tercera,Envolvente,psíquico|hada,Sincronía|Calco,Telepatía,"48,4","1,6",Amorfo|Humanoide3,50%|50%,Blanco,340,251,251,383,361,284,0,0,0,3,0,0
283,Surskit,アメタマ (Ametama),1,Tercera,Zapatero,bicho|agua,Nado rápido,Cura lluvia,"1,7","0,5",Agua 1|Bicho,50%|50%,Azul,284,174,179,218,223,251,0,0,0,0,0,1
284,Masquerain,アメモース (Amemoth),0,Tercera,Globocular,bicho|volador,Intimidación,Nerviosismo,"3,6","0,8",Agua 1|Bicho,50%|50%,Azul,344,240,245,284,289,240,0,0,0,1,1,0
285,Shroomish,キノココ (Kinococo),1,Tercera,Hongo,planta,Efecto espora|Antídoto1,Pies rápidos,"4,5","0,4",Hada|Planta,50%|50%,Marrón,324,196,240,196,240,185,1,0,0,0,0,0
286,Breloom,キノガッサ (Kinogassa),0,Tercera,Hongo,planta|lucha,Efecto espora|Antídoto1,Experto,"39,2","1,2",Hada|Planta,50%|50%,Verde,324,394,284,240,240,262,0,2,0,0,0,0
287,Slakoth,ナマケロ (Namakero),1,Tercera,Gandul,normal,Pereza,,24,"0,8",Campo,50%|50%,Marrón,324,240,240,185,185,174,1,0,0,0,0,0
288,Vigoroth,ヤルキモノ (Yarukimono),1,Tercera,Mono feroz,normal,Espíritu vital,,"46,5","1,4",Campo,50%|50%,Blanco,364,284,284,229,229,306,0,0,0,0,0,1
289,Slaking,ケッキング (Kekking),0,Tercera,Holgazán,normal,Pereza,,"130,5",2,Campo,50%|50%,Marrón,504,460,328,317,251,328,3,0,0,0,0,0
290,Nincada,ツチニン (Tutinin),1,Tercera,Aprendiz,bicho|tierra,Ojo compuesto,Fuga,"5,5","0,5",Bicho,50%|50%,Gris,266,207,306,174,174,196,0,0,1,0,0,0
291,Ninjask,テッカニン (Tekkanin),1,Tercera,Ninja,bicho|volador,Impulso,Allanamiento,12,"0,8",Bicho,50%|50%,Amarillo,326,306,207,218,218,460,0,0,0,0,0,2
292,Shedinja,ヌケニン (Nukenin),0,Tercera,Muda,bicho|fantasma,Superguarda,,"1,2","0,8",Mineral,Sin sexo,Marrón,1,306,207,174,174,196,2,0,0,0,0,0
293,Whismur,ゴニョニョ (Gonyonyo),1,Tercera,Susurro,normal,Insonorizar,Cobardía,"16,3","0,6",Monstruo|Campo,50%|50%,Rosa,332,221,159,221,159,170,1,0,0,0,0,0
294,Loudred,ドゴーム (Dogohmb),1,Tercera,Chillón,normal,Insonorizar,Intrépido,"40,5",1,Monstruo|Campo,50%|50%,Azul,372,265,203,265,203,214,2,0,0,0,0,0
295,Exploud,バクオング (Bakuong),0,Tercera,Escandaloso,normal,Insonorizar,Intrépido,84,"1,5",Monstruo|Campo,50%|50%,Azul,412,309,247,309,269,258,3,0,0,0,0,0
296,Makuhita,マクノシタ (Makunoshita),1,Tercera,Valiente,lucha,Sebo|Agallas,Potencia bruta,"86,4",1,Humanoide,75%|25%,Amarillo,348,240,174,152,174,163,1,0,0,0,0,0
297,Hariyama,ハリテヤマ (Hariteyama),0,Tercera,Empuje,lucha,Sebo|Agallas,Potencia bruta,"253,8","2,3",Humanoide,75%|25%,Marrón,492,372,240,196,240,218,2,0,0,0,0,0
298,Azurill,ルリリ (Ruriri),1,Tercera,A topos,normal|hada,Sebo|Potencia,Herbívoro,2,"0,2",Desconocido,25%|75%,Azul,304,152,196,152,196,152,1,0,0,0,0,0
299,Nosepass,ノズパス (Nosepass),1,Tercera,Brújula,roca,Imán|Robustez,Poder arena,97,1,Mineral,50%|50%,Gris,264,207,405,207,306,174,0,0,1,0,0,0
300,Skitty,エネコ (Eneco),1,Tercera,Gatito,normal,Gran encanto|Normalidad1,Piel milagro,11,"0,6",Campo|Hada,25%|75%,Rosa,304,207,207,185,185,218,0,0,0,0,0,1
301,Delcatty,エネコロロ (Enekororo),0,Tercera,Cursi,normal,Gran encanto|Normalidad1,Piel milagro,"32,6","1,1",Campo|Hada,25%|75%,Morado,344,251,251,229,229,262,1,0,0,0,0,1
302,Sableye,ヤミラミ (Yamirami),1,Tercera,Oscuridad,siniestro|fantasma,Vista lince|Rezagado1,Bromista,11,"0,5",Humanoide,50%|50%,Morado,304,273,273,251,251,218,0,1,1,0,0,0
303,Mawile,クチート (Kucheat),1,Tercera,Tramposo,acero|hada,Intimidación|Corte fuerte,Potencia bruta,"11,5","0,6",Campo|Hada,50%|50%,Negro,304,295,295,229,229,218,0,1,1,0,0,0
304,Aron,ココドラ (Cokodora),1,Tercera,Coraza Férrea1,acero|roca,Robustez|Cabeza roca,Metal pesado,60,"0,4",Monstruo,50%|50%,Gris,304,262,328,196,196,174,0,0,1,0,0,0
305,Lairon,コドラ (Kodora),1,Tercera,Coraza Férrea1,acero|roca,Robustez|Cabeza roca,Metal pesado,120,"0,9",Monstruo,50%|50%,Gris,324,306,416,218,218,196,0,0,2,0,0,0
306,Aggron,ボスゴドラ (Bossgodora),0,Tercera,Coraza Férrea1,acero|roca,Robustez|Cabeza roca,Metal pesado,360,"2,1",Monstruo,50%|50%,Gris,344,350,504,240,240,218,0,0,3,0,0,0
307,Meditite,アサナン (Asanan),1,Tercera,Meditador,lucha|psíquico,Energía pura,Telepatía,"11,2","0,6",Humanoide,50%|50%,Azul,264,196,229,196,229,240,0,0,0,0,0,1
308,Medicham,チャーレム (Charem),1,Tercera,Meditador,lucha|psíquico,Energía pura,Telepatía,"31,5","1,3",Humanoide,50%|50%,Rojo,324,240,273,240,273,284,0,0,0,0,0,2
309,Electrike,ラクライ (Rakurai),1,Tercera,Calambre,eléctrico,Electricidad estática|Pararrayos,Menos,"15,2","0,6",Campo,50%|50%,Verde,284,207,196,251,196,251,0,0,0,0,0,1
310,Manectric,ライボルト (Livolt),1,Tercera,Descarga,eléctrico,Electricidad estática|Pararrayos,Menos,"40,2","1,5",Campo,50%|50%,Amarillo,344,273,240,339,240,339,0,0,0,0,0,2
311,Plusle,プラスル (Prasle),1,Tercera,Ánimo,eléctrico,Más,Pararrayos2,"4,2","0,4",Hada,50%|50%,Amarillo,324,218,196,295,273,317,0,0,0,0,0,1
312,Minun,マイナン (Minun),1,Tercera,Ánimo,eléctrico,Menos,Absorbe electricidad1,"4,2","0,4",Hada,50%|50%,Amarillo,324,196,218,273,295,317,0,0,0,0,0,1
313,Volbeat,バルビート (Barubeat),1,Tercera,Luciérnaga,bicho,Enjambre|Iluminación,Bromista,"17,7","0,7",Bicho|Humanoide,100%|0%,Gris,334,269,273,212,295,295,0,0,0,0,0,1
314,Illumise,イルミーゼ (Illumise),1,Tercera,Luciérnaga,bicho,Despiste|Cromolente1,Bromista,"17,7","0,6",Bicho|Humanoide,0%|100%,Morado,334,212,273,269,295,295,0,0,0,0,0,1
315,Roselia,ロゼリア (Roselia),1,Tercera,Espina,planta|veneno,Cura natural|Punto tóxico,Defensa hoja,2,"0,3",Planta|Hada,50%|50%,Verde,304,240,207,328,284,251,0,0,0,21,0,0
316,Gulpin,ゴクリン (Gokulin),1,Tercera,Estómago,veneno,Viscosecreción|Viscosidad,Gula,"10,3","0,4",Amorfo,50%|50%,Verde,344,203,225,203,225,196,1,0,0,0,0,0
317,Swalot,マルノーム (Marunoom),0,Tercera,Bolsa Veneno1,veneno,Viscosecreción|Viscosidad,Gula,80,"1,7",Amorfo,50%|50%,Morado,404,269,291,269,291,229,2,0,0,0,0,0
318,Carvanha,キバニア (Kibanha),1,Tercera,Feroz,agua|siniestro,Piel tosca,Impulso,"20,8","0,8",Agua 2,50%|50%,Rojo,294,306,152,251,152,251,0,1,0,0,0,0
319,Sharpedo,サメハダー (Samehader),0,Tercera,Voraz,agua|siniestro,Piel tosca,Impulso,"88,8","1,8",Agua 2,50%|50%,Azul,344,372,196,317,196,317,0,2,0,0,0,0
320,Wailmer,ホエルコ (Hoeruko),1,Tercera,Ballena bola,agua,Velo agua|Despiste,Presión,130,2,Campo|Agua 2,50%|50%,Azul,464,262,185,262,185,240,1,0,0,0,0,0
321,Wailord,ホエルオー (Whaloh),0,Tercera,Ballenaflot,agua,Velo agua|Despiste,Presión,398,"14,5",Campo|Agua 2,50%|50%,Azul,544,306,207,306,207,240,2,0,0,0,0,0
322,Numel,ドンメル (Donmel),1,Tercera,Torpe,fuego|tierra,Despiste|Simple1,Ritmo propio,24,"0,7",Campo,50%|50%,Amarillo,324,240,196,251,207,185,0,0,0,1,0,0
323,Camerupt,バクーダ (Bakuuda),0,Tercera,Erupción,fuego|tierra,Escudo magma|Roca sólida1,Irascible,220,"1,9",Campo,50%|50%,Rojo,344,328,262,339,273,196,0,1,0,1,0,0
324,Torkoal,コータス (Cotoise),1,Tercera,Carbón,fuego,Humo blanco|Sequía1,Caparazón,"80,4","0,5",Campo,50%|50%,Marrón,344,295,416,295,262,152,0,0,2,0,0,0
325,Spoink,バネブー (Baneboo),1,Tercera,Saltarín,psíquico,Ritmo propio|Sebo,Gula,"30,6","0,7",Campo,50%|50%,Negro,324,163,185,262,284,240,0,0,0,0,1,0
326,Grumpig,ブーピッグ (Boopig),0,Tercera,Manipulador,psíquico,Sebo|Ritmo propio,Gula,"71,5","0,9",Campo,50%|50%,Morado,364,207,251,306,350,284,0,0,0,0,2,0
327,Spinda,パッチール (Patcheel),1,Tercera,Panda topos,normal,Ritmo propio|Tumbos1,Respondón,5,"1,1",Campo|Humanoide,50%|50%,Marrón,324,240,240,240,240,240,0,0,0,1,0,0
328,Trapinch,ナックラー (Nuckrar),1,Tercera,Hormiga León1,tierra,Corte fuerte|Trampa arena,Potencia bruta,15,"0,7",Bicho|Dragón2,50%|50%,Marrón,294,328,207,207,207,130,0,1,0,0,0,0
329,Vibrava,ビブラーバ (Vibrava),1,Tercera,Vibrante,tierra|dragón,Levitación,,"15,3","1,1",Bicho|Dragón2,50%|50%,Verde,304,262,218,218,218,262,0,1,0,0,0,1
330,Flygon,フライゴン (Flygon),0,Tercera,Místico,tierra|dragón,Levitación,,82,2,Bicho|Dragón1,50%|50%,Verde,364,328,284,284,284,328,0,1,0,0,0,2
331,Cacnea,サボネア (Sabonea),1,Tercera,Cactus,planta,Velo arena,Absorbe agua,"51,3","0,4",Planta|Humanoide,50%|50%,Verde,304,295,196,295,196,185,0,0,0,1,0,0
332,Cacturne,ノクタス (Noctus),0,Tercera,Espantajo,planta|siniestro,Velo arena,Absorbe agua,"77,4","1,3",Planta|Humanoide,50%|50%,Verde,344,361,240,361,240,229,0,1,0,1,0,0
333,Swablu,チルット (Tyltto),1,Tercera,Ave algodón,normal|volador,Cura natural,Aclimatación,"1,2","0,4",Volador|Dragón,50%|50%,Azul,294,196,240,196,273,218,0,0,0,0,1,0
334,Altaria,チルタリス (Tyltalis),0,Tercera,Cantor,dragón|volador,Cura natural,Aclimatación,"20,6","1,1",Volador|Dragón,50%|50%,Azul,354,262,306,262,339,284,0,0,0,0,2,0
335,Zangoose,ザングース (Zangoose),1,Tercera,Gato hurón,normal,Inmunidad,Ímpetu tóxico,"40,3","1,3",Campo,50%|50%,Blanco,350,361,240,240,240,306,0,2,0,0,0,0
336,Seviper,ハブネーク (Habunake),1,Tercera,Colmillos,veneno,Mudar,Allanamiento,"52,5","2,7",Campo|Dragón,50%|50%,Negro,350,328,240,328,240,251,0,1,0,1,0,0
337,Lunatone,ルナトーン (Lunatone),1,Tercera,Meteorito,roca|psíquico,Levitación,,168,1,Mineral,Sin sexo,Amarillo,384,229,251,317,295,262,0,0,0,2,0,0
338,Solrock,ソルロック (Solrock),1,Tercera,Meteorito,roca|psíquico,Levitación,,154,"1,2",Mineral,Sin sexo,Rojo,384,317,295,229,251,262,0,2,0,0,0,0
339,Barboach,ドジョッチ (Dojoach),1,Tercera,Bigotudo,agua|tierra,Despiste|Anticipación1,Hidratación,"1,9","0,4",Agua 2,50%|50%,Gris,304,214,203,210,199,240,1,0,0,0,0,0
340,Whiscash,ナマズン (Namazun),0,Tercera,Bigotudo,agua|tierra,Despiste|Anticipación1,Hidratación,"23,6","0,9",Agua 2,50%|50%,Azul,424,280,269,276,265,240,2,0,0,0,0,0
341,Corphish,ヘイガニ (Heigani),1,Tercera,Rufián,agua,Corte fuerte|Caparazón,Adaptable,"11,5","0,6",Agua 1|Agua 3,50%|50%,Rojo,290,284,251,218,185,185,0,1,0,0,0,0
342,Crawdaunt,シザリガー (Shizariger),0,Tercera,Granuja,agua|siniestro,Caparazón|Corte fuerte,Adaptable,"32,8","1,1",Agua 1|Agua 3,50%|50%,Rojo,330,372,295,306,229,229,0,2,0,0,0,0
343,Baltoy,ヤジロン (Yajilon),1,Tercera,Muñeca Barro1,tierra|psíquico,Levitación,,"21,5","0,5",Mineral,Sin sexo,Marrón,284,196,229,196,262,229,0,0,0,0,1,0
344,Claydol,ネンドール (Nendoll),0,Tercera,Muñeca Barro1,tierra|psíquico,Levitación,,108,"1,5",Mineral,Sin sexo,Negro,324,262,339,262,372,273,0,0,0,0,2,0
345,Lileep,リリーラ (Lilyla),1,Tercera,Lirio de Mar1,roca|planta,Ventosas,Colector,"23,8",1,Agua 3,"87,5%|12,5%",Morado,336,199,278,243,300,159,0,0,0,0,1,0
346,Cradily,ユレイドル (Yuradle),0,Tercera,Percebe,roca|planta,Ventosas,Colector,"60,4","1,5",Agua 3,"87,5%|12,5%",Verde,376,287,322,287,344,203,0,0,0,0,2,0
347,Anorith,アノプス (Anopth),1,Tercera,Camarón,roca|bicho,Armadura batalla,Nado rápido,"12,5","0,7",Agua 3,"87,5%|12,5%",Gris,294,317,218,196,218,273,0,1,0,0,0,0
348,Armaldo,アーマルド (Armaldo),0,Tercera,Armadura,roca|bicho,Armadura batalla,Nado rápido,"68,2","1,5",Agua 3,"87,5%|12,5%",Gris,354,383,328,262,284,207,0,2,0,0,0,0
349,Feebas,ヒンバス (Hinbass),1,Tercera,Pez,agua,Nado rápido|Despiste1,Adaptable,"7,4","0,6",Agua 1|Dragón,50%|50%,Marrón,244,141,152,130,229,284,0,0,0,0,0,1
350,Milotic,ミロカロス (Milokaross),1,Tercera,Tierno,agua,Escama especial|Tenacidad1,Gran encanto,162,"6,2",Dragón|Agua 1,50%|50%,Rosa,394,240,282,328,383,287,0,0,0,0,2,0
351,Castform,ポワルン (Powalen),1,Tercera,Clima,normal,Predicción,,"0,8","0,3",Hada|Amorfo,50%|50%,GrisFNo1|RojoFS1|AzulFL1|BlancoFNi,344,262,262,262,262,262,1,0,0,0,0,0
352,Kecleon,カクレオン (Kakureon),1,Tercera,Camaleónico,normal,Cambio color,Mutatipo1,22,1,Campo,50%|50%,Verde,324,306,262,240,372,196,0,0,0,0,1,0
353,Shuppet,カゲボウズ (Kagebouzu),1,Tercera,Títere,fantasma,Insomnio|Cacheo1,Cuerpo maldito,"2,3","0,6",Amorfo,50%|50%,Negro,292,273,185,247,181,207,0,1,0,0,0,0
354,Banette,ジュペッタ (Juppeta),0,Tercera,Marioneta,fantasma,Insomnio|Cacheo1,Cuerpo maldito,"12,5","1,1",Amorfo,50%|50%,Negro,332,361,251,291,247,251,0,2,0,0,0,0
355,Duskull,ヨマワル (Yomawaru),1,Tercera,Réquiem,fantasma,Levitación,Cacheo2,15,"0,8",Amorfo,50%|50%,Negro,244,196,306,174,306,163,0,0,3,0,1,0
356,Dusclops,サマヨール (Samayouru),1,Tercera,Atrayente,fantasma,Presión,Cacheo2,"30,6","1,6",Amorfo,50%|50%,Negro,284,262,394,240,394,163,0,0,1,0,13,0
357,Tropius,トロピウス (Tropius),1,Tercera,Fruto,planta|volador,Clorofila|Poder solar2,Cosecha,100,2,Monstruo|Planta,50%|50%,Verde,402,258,291,267,300,221,2,0,0,0,0,0
358,Chimecho,チリーン (Chirean),0,Tercera,Campanilla1,psíquico,Levitación,,1,"0,6",Amorfo,50%|50%,Azul,334,218,262,317,284,251,0,0,0,1,1,0
359,Absol,アブソル (Absol),1,Tercera,Catástrofe,siniestro,Presión|Afortunado2,Justiciero,47,"1,2",Campo,50%|50%,Blanco,334,394,240,273,240,273,0,2,0,0,0,0
360,Wynaut,ソーナノ (Sohnano),1,Tercera,Radiante,psíquico,Sombra trampa,Telepatía,14,"0,6",Desconocido,50%|50%,Azul,394,159,214,159,214,159,1,0,0,0,0,0
361,Snorunt,ユキワラシ (Yukiwarashi),1,Tercera,Gorro nieve,hielo,Fuerza mental|Gélido2,Veleta,"16,8","0,7",Hada|Mineral,50%|50%,Gris,304,218,218,218,218,218,1,0,0,0,0,0
362,Glalie,オニゴーリ (Onigoori),0,Tercera,Cara,hielo,Fuerza mental|Gélido2,Veleta,"256,5","1,5",Hada|Mineral,50%|50%,Gris,364,284,284,284,284,284,2,0,0,0,0,0
363,Spheal,タマザラシ (Tamazarashi),1,Tercera,Aplauso,hielo|agua,Sebo|Gélido1,Despiste,"39,5","0,8",Agua 1|Campo,50%|50%,Azul,344,196,218,229,218,163,1,0,0,0,0,0
364,Sealeo,トドグラー (Todoggler),1,Tercera,Rodabola,hielo|agua,Sebo|Gélido1,Despiste,"87,6","1,1",Agua 1|Campo,50%|50%,Azul,384,240,262,273,262,207,2,0,0,0,0,0
365,Walrein,トドゼルガ (Todoseruga),0,Tercera,Rompehielo,hielo|agua,Sebo|Gélido1,Despiste,"150,6","1,4",Agua 1|Campo,50%|50%,Azul,424,284,306,317,306,251,3,0,0,0,0,0
366,Clamperl,パールル (Pearlulu),1,Tercera,Bivalvo,agua,Caparazón,Cobardía,"52,5","0,4",Agua 1,50%|50%,Azul,274,249,295,271,229,179,0,0,1,0,0,0
367,Huntail,ハンテール (Huntail),0,Tercera,Abisal,agua,Nado rápido,Velo agua,27,"1,7",Agua 1,50%|50%,Azul,314,337,339,315,273,223,0,1,1,0,0,0
368,Gorebyss,サクラビス (Sakurabyss),0,Tercera,Mar del sur,agua,Nado rápido,Hidratación,"22,6","1,8",Agua 1,50%|50%,Rosa,314,293,339,359,273,223,0,0,0,2,0,0
369,Relicanth,ジーランス (Glanth),1,Tercera,Longevo,agua|roca,Cabeza roca|Nado rápido,Robustez,"23,4",1,Agua 1|Agua 2,"87,5%|12,5%",Gris,404,306,394,207,251,229,1,0,1,0,0,0
370,Luvdisc,ラブカス (Lovecus),1,Tercera,Cita,agua,Nado rápido,Hidratación,"8,7","0,6",Agua 2,25%|75%,Rosa,290,174,229,196,251,322,0,0,0,0,0,1
371,Bagon,タツベイ (Tatsubay),1,Tercera,Cabeza roca,dragón,Cabeza roca,Potencia bruta,"42,1","0,6",Dragón,50%|50%,Azul,294,273,240,196,174,218,0,1,0,0,0,0
372,Shelgon,コモルー (Komoruu),1,Tercera,Resistencia,dragón,Cabeza roca,Funda,"110,5","1,1",Dragón,50%|50%,Blanco,334,317,328,240,218,218,0,0,2,0,0,0
373,Salamence,ボーマンダ (Bohmander),0,Tercera,Dragón,dragón|volador,Intimidación,Autoestima,"102,6","1,5",Dragón,50%|50%,Azul,394,405,284,350,284,328,0,3,0,0,0,0
374,Beldum,ダンバル (Dumbber),1,Tercera,Bola hierro,acero|psíquico,Cuerpo puro,Metal liviano,"95,2","0,6",Mineral,Sin sexo,Azul,284,229,284,185,240,174,0,0,1,0,0,0
375,Metang,メタング (Metang),1,Tercera,Garra Hierro1,acero|psíquico,Cuerpo puro,Metal liviano,"202,5","1,2",Mineral,Sin sexo,Azul,324,273,328,229,284,218,0,0,2,0,0,0
376,Metagross,メタグロス (Metagross),0,Tercera,Pata hierro,acero|psíquico,Cuerpo puro,Metal liviano,550,"1,6",Mineral,Sin sexo,Azul,364,405,394,317,306,262,0,0,3,0,0,0
377,Regirock,レジロック (Regirock),1,Tercera,Pico roca,roca,Cuerpo puro,Robustez,230,"1,7",Desconocido,Sin sexo,Marrón,364,328,548,218,328,218,0,0,3,0,0,0
378,Regice,レジアイス (Regice),1,Tercera,Iceberg,hielo,Cuerpo puro,Gélido,175,"1,8",Desconocido,Sin sexo,Azul,364,218,328,328,548,218,0,0,0,0,3,0
379,Registeel,レジスチル (Registeel),1,Tercera,Hierro,acero,Cuerpo puro,Metal liviano,205,"1,9",Desconocido,Sin sexo,Gris,364,273,438,273,438,218,0,0,2,0,1,0
380,Latias,ラティアス (Latias),1,Tercera,Eón,dragón|psíquico,Levitación,,40,"1,4",Desconocido,0%|100%,Rojo|Morado,364,284,306,350,394,350,0,0,0,0,3,0
381,Latios,ラティオス (Latios),1,Tercera,Eón,dragón|psíquico,Levitación,,60,2,Desconocido,100%|0%,Azul|Morado,364,306,284,394,350,350,0,0,0,3,0,0
382,Kyogre,カイオーガ (Kyogre),1,Tercera,Cuenca mar,agua,Llovizna,,352,"4,5",Desconocido,Sin sexo,Azul,404,328,306,438,416,306,0,0,0,3,0,0
383,Groudon,グラードン (Groudon),1,Tercera,Continente,tierra,Sequía,,950,"3,5",Desconocido,Sin sexo,Rojo,404,438,416,328,306,306,0,3,0,0,0,0
384,Rayquaza,レックウザ (Rayquaza),1,Tercera,Cielo,dragón|volador,Esclusa de aire,,"206,5",7,Desconocido,Sin sexo,Verde,414,438,306,438,306,317,0,2,0,1,0,0
385,Jirachi,ジラーチ (Jirachi),1,Tercera,Deseo,acero|psíquico,Dicha,,"1,1","0,3",Desconocido,Sin sexo,Amarillo,404,328,328,328,328,328,3,0,0,0,0,0
386,Deoxys,デオキシス (Deoxys),1,Tercera,ADN,psíquico,Presión,,"60,8","1,7",Desconocido,Sin sexo,Rojo,304,438,218,438,218,438,0,1,0,1,0,1
387,Turtwig,ナエトル (Naetle),1,Cuarta,Hojita,planta,Espesura,Caparazón,"10,2","0,4",Monstruo|Planta,"87,5%|12,5%",Verde,314,258,249,207,229,177,0,1,0,0,0,0
388,Grotle,ハヤシガメ (Hayashigame),1,Cuarta,Arboleda,planta,Espesura,Caparazón,97,"1,1",Monstruo|Planta,"87,5%|12,5%",Verde,354,304,295,229,251,188,0,1,1,0,0,0
389,Torterra,ドダイトス (Dodaitose),0,Cuarta,Continente,planta|tierra,Espesura,Caparazón,310,"2,2",Monstruo|Planta,"87,5%|12,5%",Verde,394,348,339,273,295,232,0,2,1,0,0,0
390,Chimchar,ヒコザル (Hikozaru),1,Cuarta,Chimpancé,fuego,Mar llamas,Puño férreo,"6,2","0,5",Campo|Humanoide,"87,5%|12,5%",Marrón,292,236,205,236,205,243,0,0,0,0,0,1
391,Monferno,モウカザル (Moukazaru),1,Cuarta,Juguetón,fuego|lucha,Mar llamas,Puño férreo,22,"0,9",Campo|Humanoide,"87,5%|12,5%",Marrón,332,280,223,280,223,287,0,0,0,1,0,1
392,Infernape,ゴウカザル (Goukazaru),0,Cuarta,Llama,fuego|lucha,Mar llamas,Puño férreo,55,"1,2",Campo|Humanoide,"87,5%|12,5%",Marrón,356,337,265,337,265,346,0,1,0,1,0,1
393,Piplup,ポッチャマ (Pochama),1,Cuarta,Pingüino,agua,Torrente,Tenacidad3,"5,2","0,4",Campo|Agua 1,"87,5%|12,5%",Azul,310,221,225,243,232,196,0,0,0,1,0,0
394,Prinplup,ポッタイシ (Pottaishi),1,Cuarta,Pingüino,agua,Torrente,Tenacidad1,23,"0,8",Agua 1|Campo,"87,5%|12,5%",Azul,332,254,258,287,276,218,0,0,0,2,0,0
395,Empoleon,エンペルト (Emperte),0,Cuarta,Emperador,agua|acero,Torrente,Tenacidad1,"84,5","1,7",Agua 1|Campo,"87,5%|12,5%",Azul,372,298,302,353,331,240,0,0,0,3,0,0
396,Starly,ムックル (Mukkuru),1,Cuarta,Estornino,normal|volador,Vista lince,Audaz,2,"0,3",Volador,50%|50%,Marrón,284,229,174,174,174,240,0,0,0,0,0,1
397,Staravia,ムクバード (Mukubird),1,Cuarta,Estornino,normal|volador,Intimidación,Audaz,"15,5","0,6",Volador,50%|50%,Marrón,314,273,218,196,196,284,0,0,0,0,0,2
